search_count,view_count,wishlist_count,cart_item_count,order_count,avg_order_value,total_spent,promo_keyword_count,membership_points,preferred_genre_count,persona,price_sensitivity,next_best_action,purchase_intent
0,15,7,2,8,251572.53744416038,2060086.838871061,3,325,2,loyal_member,high,reengage_catalog,0.99
7,12,7,4,1,160249.14711682548,0.0,0,2,4,high_intent_buyer,medium,bundle_related_products,0.99
6,9,7,5,7,201585.37687470973,1573580.072760237,3,139,0,loyal_member,high,reengage_catalog,0.99
7,8,2,4,8,172086.60394594492,1324323.9627267555,5,241,0,loyal_member,high,reengage_catalog,0.9773
11,3,3,3,2,143256.5280428833,220969.22754688628,2,0,3,high_intent_buyer,medium,bundle_related_products,0.9054
2,18,7,3,2,212840.38691769552,113230.28902767133,5,63,1,deal_hunter,high,push_coupon,0.99
4,5,5,1,9,231539.4520831962,2233077.283627345,4,216,2,loyal_member,high,reengage_catalog,0.9892
8,17,3,5,4,205450.7126591189,681060.0622576745,1,40,1,high_intent_buyer,medium,bundle_related_products,0.99
2,19,3,5,13,256099.96281289004,3338485.127997676,6,343,1,loyal_member,high,reengage_catalog,0.99
0,11,1,3,8,175771.17540728484,1642694.0329728483,4,254,1,loyal_member,high,reengage_catalog,0.976
6,2,3,1,7,112933.67876290085,464499.1901027511,5,0,3,deal_hunter,high,push_coupon,0.934
2,0,7,1,1,167720.51125088506,119826.44601060954,1,43,0,category_browser,medium,reengage_catalog,0.6893
11,11,6,0,0,171635.72786397533,0.0,5,0,2,deal_hunter,high,push_coupon,0.8254
4,1,3,4,9,203647.80638899063,1799385.0965365286,6,239,4,loyal_member,high,reengage_catalog,0.9847
8,3,7,1,12,176109.3993005118,1922214.3146902283,4,313,4,loyal_member,high,reengage_catalog,0.9264
6,6,7,2,11,115565.3531255416,1387195.6318299496,2,109,1,loyal_member,high,reengage_catalog,0.9815
4,0,2,2,8,131504.21488109053,1083975.3219145667,4,138,4,high_intent_buyer,high,bundle_related_products,0.99
0,2,6,2,9,76418.73265975104,645142.4284857311,4,138,1,high_intent_buyer,high,bundle_related_products,0.9313
1,8,0,1,2,129498.51768977541,430405.7616082893,5,70,4,deal_hunter,high,push_coupon,0.6463
3,18,4,5,7,193102.7281767559,1276545.255877495,0,110,4,loyal_member,medium,reengage_catalog,0.9688
2,11,6,0,1,220466.81369305647,0.0,5,0,2,deal_hunter,high,push_coupon,0.8448
6,3,5,4,10,256479.81604763409,2257357.4355885587,0,285,2,loyal_member,medium,reengage_catalog,0.99
6,6,7,5,1,202642.38604721907,319830.83560927317,5,19,1,deal_hunter,high,push_coupon,0.9784
7,18,4,4,1,243232.60075767577,237905.44243496575,1,0,4,high_intent_buyer,medium,bundle_related_products,0.9715
7,12,3,5,1,87464.64471194861,0.0,1,6,0,high_intent_buyer,high,bundle_related_products,0.9246
8,13,6,2,4,280052.97058745846,1129237.7330969651,0,83,1,high_intent_buyer,low,bundle_related_products,0.9288
0,16,5,3,4,219943.4563934892,687342.371829792,5,45,3,high_intent_buyer,high,bundle_related_products,0.9752
4,17,5,2,4,157012.84495221078,510549.33862623497,0,4,0,high_intent_buyer,medium,bundle_related_products,0.99
5,2,1,2,10,187029.11659022002,1821219.5998500502,2,215,0,loyal_member,medium,reengage_catalog,0.99
3,7,2,3,11,216950.0237025743,2638463.513145714,0,302,2,loyal_member,medium,reengage_catalog,0.99
9,16,0,2,12,166771.28656377544,1954875.3402893262,3,265,2,loyal_member,high,reengage_catalog,0.9691
10,8,5,0,1,184992.77940818833,222058.45048603113,5,103,3,deal_hunter,high,push_coupon,0.9143
10,5,6,4,7,155804.7994528694,1444898.0146967915,4,217,0,loyal_member,high,reengage_catalog,0.9733
11,10,4,0,11,266747.3040010056,2919149.2119549285,2,296,2,loyal_member,medium,reengage_catalog,0.99
6,6,0,2,2,196233.8552601406,390836.33202027384,6,84,4,deal_hunter,high,push_coupon,0.8501
9,10,0,0,8,216213.1632028189,1732054.1280049048,2,293,4,loyal_member,medium,reengage_catalog,0.99
10,10,5,5,2,191083.43583453732,0.0,3,58,1,deal_hunter,high,push_coupon,0.98
10,19,1,1,10,178169.73873192148,1799897.0918769976,2,234,1,loyal_member,medium,reengage_catalog,0.9811
5,3,4,4,5,225745.1847533319,1234331.9224531131,1,122,3,loyal_member,medium,reengage_catalog,0.9692
7,7,0,5,0,177385.76138481582,16361.065543586525,4,0,1,deal_hunter,high,push_coupon,0.9558
6,9,4,0,14,240154.81306143527,3455464.6845653327,1,496,4,loyal_member,medium,reengage_catalog,0.9276
1,14,3,4,10,294729.79680976074,2990955.970981731,6,310,2,loyal_member,high,reengage_catalog,0.9876
9,3,3,3,5,204188.1665913603,989580.1453015988,0,84,0,high_intent_buyer,medium,bundle_related_products,0.9431
9,4,2,1,12,178449.4730990788,1935612.8713155393,0,306,1,loyal_member,medium,reengage_catalog,0.99
11,6,2,1,4,191288.23011676592,580564.933843102,0,38,3,high_intent_buyer,medium,bundle_related_products,0.99
4,18,0,3,11,170386.05336160224,1949097.75224317,3,173,3,loyal_member,high,reengage_catalog,0.99
5,17,1,2,1,198157.87938724275,337489.522645905,5,0,4,deal_hunter,high,push_coupon,0.8487
11,19,3,4,0,110739.92765297089,123499.88677917255,0,42,3,high_intent_buyer,high,bundle_related_products,0.9761
9,12,4,5,5,186626.25612765472,995604.0697668947,0,180,0,high_intent_buyer,medium,bundle_related_products,0.99
5,5,7,2,12,213448.4066780193,2578586.348944813,2,379,4,loyal_member,medium,reengage_catalog,0.99
9,6,5,3,0,153721.91919344902,0.0,2,0,0,high_intent_buyer,medium,bundle_related_products,0.99
7,11,4,2,7,190390.10527546605,1706785.9559958088,5,134,3,loyal_member,high,reengage_catalog,0.99
6,16,1,0,13,261546.72342692513,3451162.5779937985,3,399,2,loyal_member,high,reengage_catalog,0.99
1,18,7,0,5,135428.5149711799,566060.3728962084,3,43,2,high_intent_buyer,high,bundle_related_products,0.99
0,1,4,3,4,210232.0824367514,705449.2748855624,1,71,4,high_intent_buyer,medium,bundle_related_products,0.99
3,3,2,1,1,192261.66631502667,73243.91797972519,4,4,0,deal_hunter,high,push_coupon,0.3829
8,19,6,2,4,204838.1847565042,916151.6791346365,6,181,0,high_intent_buyer,high,bundle_related_products,0.99
7,18,5,5,5,128204.9207689519,468611.2842281655,2,95,2,high_intent_buyer,medium,bundle_related_products,0.9513
6,17,6,1,7,212925.06484010388,1586956.5504289954,4,136,3,loyal_member,high,reengage_catalog,0.99
7,13,3,0,11,109272.33560347014,1204769.232302381,6,148,0,loyal_member,high,reengage_catalog,0.9789
11,7,6,3,7,133790.95816318432,776673.5245293282,2,103,1,high_intent_buyer,medium,bundle_related_products,0.99
2,3,5,1,4,158166.7958825879,502524.7175548834,4,92,2,high_intent_buyer,high,bundle_related_products,0.9571
0,7,2,3,3,148810.87520600125,373447.6342395465,6,111,3,deal_hunter,high,push_coupon,0.9864
8,8,7,4,8,261042.755611227,2372873.3899649875,6,286,2,loyal_member,high,reengage_catalog,0.99
8,15,0,3,1,73294.08982229108,88122.80118693168,5,79,3,deal_hunter,high,push_coupon,0.9592
7,16,4,5,0,158300.68397435726,92685.11541134927,0,0,4,high_intent_buyer,medium,bundle_related_products,0.99
5,8,0,1,13,302055.61957253335,3778966.2896536053,2,502,0,loyal_member,low,upsell_membership,0.99
8,15,0,1,4,237615.66447075573,821503.6804699353,2,115,3,high_intent_buyer,medium,bundle_related_products,0.99
7,5,5,0,1,114045.71539587903,105293.00549999562,5,85,3,deal_hunter,high,push_coupon,0.7302
3,15,1,2,3,221858.2392366395,476382.62615688855,3,104,2,deal_hunter,high,push_coupon,0.9893
3,11,5,5,9,151837.14140642047,1388647.093354309,6,93,0,loyal_member,high,reengage_catalog,0.99
1,5,2,1,1,53451.46438837357,0.0,5,54,0,deal_hunter,high,push_coupon,0.341
0,8,5,0,4,45000.0,0.0,1,0,0,high_intent_buyer,high,bundle_related_products,0.9338
5,9,6,3,2,220771.7268926749,485856.84182044823,2,97,2,high_intent_buyer,medium,bundle_related_products,0.99
2,17,6,2,8,103081.33751849558,896116.5425925892,3,143,0,high_intent_buyer,high,bundle_related_products,0.99
11,5,0,4,0,291488.45903333515,0.0,0,0,0,high_intent_buyer,low,bundle_related_products,0.9351
10,1,4,5,11,181091.52894522762,2051104.1079494886,1,221,3,loyal_member,medium,reengage_catalog,0.99
0,10,7,5,6,225452.40204412918,1397393.060894145,1,140,2,loyal_member,medium,reengage_catalog,0.99
1,13,7,4,11,227274.02754085723,2857516.1023410587,1,332,2,loyal_member,medium,reengage_catalog,0.99
5,6,5,1,11,73913.6213373451,895722.2856945507,1,160,4,high_intent_buyer,high,bundle_related_products,0.99
6,2,3,4,14,134612.088968497,1926289.9470215447,5,251,0,loyal_member,high,reengage_catalog,0.9802
3,15,1,5,4,227722.42332248253,1045919.595938467,0,185,2,high_intent_buyer,medium,bundle_related_products,0.99
10,7,4,0,4,116660.97826867095,438425.3609963909,4,37,0,deal_hunter,high,push_coupon,0.99
4,11,4,3,3,162951.29110963302,520462.8785332996,5,47,4,high_intent_buyer,high,bundle_related_products,0.9101
6,11,5,1,13,301423.46988453023,4169704.866098725,2,586,4,loyal_member,low,upsell_membership,0.9859
2,10,7,2,5,236566.8439099109,1120788.146661668,0,81,0,high_intent_buyer,medium,bundle_related_products,0.99
9,2,0,1,11,292610.16490175447,3161960.2454457507,5,463,3,loyal_member,high,reengage_catalog,0.99
0,13,6,3,3,149946.28023002273,576293.3337756208,5,132,2,high_intent_buyer,high,bundle_related_products,0.9763
11,13,1,5,0,186770.54387912047,179695.14087064625,4,49,3,deal_hunter,high,push_coupon,0.9059
5,3,0,1,10,151189.4896391812,1326320.6106690976,3,94,0,loyal_member,high,reengage_catalog,0.9779
10,11,6,3,5,228910.49794195022,1189540.196212708,4,113,3,high_intent_buyer,high,bundle_related_products,0.9653
9,2,0,1,12,79529.24595650671,868636.5718349766,3,80,0,high_intent_buyer,high,bundle_related_products,0.99
2,4,0,4,13,289621.97366051795,3645888.387390631,5,422,1,loyal_member,high,reengage_catalog,0.99
10,17,0,4,5,260243.98113710195,1231503.0915788314,3,198,0,loyal_member,high,reengage_catalog,0.99
1,7,7,5,5,275213.03717385634,1132513.3018386532,3,97,1,high_intent_buyer,high,bundle_related_products,0.9591
10,7,6,4,12,155929.39397879486,1915379.026026139,5,189,0,loyal_member,high,reengage_catalog,0.99
11,17,5,3,14,260683.08796271076,3780658.12700751,3,500,2,loyal_member,high,upsell_membership,0.985
7,13,6,5,7,155570.20656428084,1024485.417641158,5,143,4,high_intent_buyer,high,bundle_related_products,0.9669
0,10,6,3,13,181747.07611012526,2067930.475506721,3,218,0,loyal_member,high,reengage_catalog,0.9496
3,16,2,0,0,111348.47720983377,0.0,1,0,0,category_browser,high,reengage_catalog,0.6419
9,7,6,3,4,146172.20388573385,637128.2507352473,6,6,4,high_intent_buyer,high,bundle_related_products,0.9628
3,12,4,3,9,236918.20830772773,2087452.8944686097,4,185,4,loyal_member,high,reengage_catalog,0.9647
2,15,1,2,4,163712.28075973887,671985.9278404709,0,3,2,high_intent_buyer,medium,bundle_related_products,0.99
9,4,1,3,13,259842.38396943983,3265668.2802000325,2,426,1,loyal_member,medium,reengage_catalog,0.9695
6,10,1,2,1,45000.0,0.0,4,7,3,deal_hunter,high,push_coupon,0.9318
2,5,2,2,13,281974.8853098125,3812781.2972910805,0,414,3,loyal_member,low,reengage_catalog,0.99
8,12,2,2,7,278872.2202230435,1986698.2897729347,0,180,4,loyal_member,medium,reengage_catalog,0.99
7,11,5,4,7,215538.2040853683,1234931.7230407048,5,115,3,loyal_member,high,reengage_catalog,0.99
11,2,1,5,5,75973.67195462006,682756.1814407073,0,120,0,high_intent_buyer,high,bundle_related_products,0.99
7,8,6,2,3,228154.10334837937,771213.5557610191,1,152,3,high_intent_buyer,medium,bundle_related_products,0.99
9,13,6,0,12,162406.14423439914,1689365.7105199562,2,190,2,loyal_member,medium,reengage_catalog,0.99
6,19,3,2,12,253311.54874120388,3032449.28461372,4,377,0,loyal_member,high,reengage_catalog,0.9875
5,12,6,1,11,112648.92648069555,1221820.8571559752,4,219,4,loyal_member,high,reengage_catalog,0.9162
3,15,0,1,2,206176.24499258387,641953.4784633974,3,89,4,high_intent_buyer,high,bundle_related_products,0.9112
4,17,7,5,5,237346.27865815937,1036085.3769340286,1,72,2,high_intent_buyer,medium,bundle_related_products,0.99
4,6,0,1,10,235196.48911904352,2587710.984221116,1,376,4,loyal_member,medium,reengage_catalog,0.99
8,10,1,2,3,234646.7506443151,923515.0267915883,3,95,0,high_intent_buyer,high,bundle_related_products,0.99
9,15,7,3,4,224689.27574683752,911992.0152854603,6,87,3,high_intent_buyer,high,bundle_related_products,0.99
0,13,1,5,1,180840.37077627314,294919.958831489,6,18,3,deal_hunter,high,push_coupon,0.9245
10,18,1,2,6,237105.94609411006,1335630.4278682247,3,136,4,loyal_member,high,reengage_catalog,0.99
10,7,4,1,2,105393.42556913331,179347.10387456944,3,39,0,deal_hunter,high,push_coupon,0.9151
4,9,2,3,8,168427.56928938444,1050330.8900046488,3,100,2,high_intent_buyer,high,bundle_related_products,0.99
1,9,6,4,10,162349.41867011096,1514199.4984474818,5,202,4,loyal_member,high,reengage_catalog,0.99
1,11,5,1,11,285641.1550794125,3011365.797190297,5,323,1,loyal_member,high,reengage_catalog,0.99
1,18,3,2,0,212711.52134152045,193188.00452979215,6,30,0,deal_hunter,high,push_coupon,0.8289
11,17,6,4,10,195165.1431946932,1796547.6595087526,3,233,3,loyal_member,high,reengage_catalog,0.99
6,17,2,1,5,191016.28606223213,1337909.7059940794,1,98,1,loyal_member,medium,reengage_catalog,0.923
0,17,7,1,4,137774.49842516283,594004.0386535019,3,61,2,high_intent_buyer,high,bundle_related_products,0.9861
11,16,2,2,10,180893.94415208074,1580328.9720446027,2,251,3,loyal_member,medium,reengage_catalog,0.99
1,7,4,5,13,178934.10956622273,2436713.434899596,0,229,1,loyal_member,medium,reengage_catalog,0.9814
7,9,6,1,0,236117.87421617899,81385.5268828958,3,88,0,deal_hunter,high,push_coupon,0.9631
6,3,1,4,12,172043.64523664297,1826837.4773161518,2,271,0,loyal_member,medium,reengage_catalog,0.9295
11,0,7,1,0,79627.67622473562,0.0,5,10,4,deal_hunter,high,push_coupon,0.5574
10,17,4,4,7,193009.66728891365,1413984.435339968,4,216,4,loyal_member,high,reengage_catalog,0.99
7,6,0,0,8,201597.5531148448,1584586.3354848423,6,126,4,loyal_member,high,reengage_catalog,0.8716
3,3,2,4,3,203859.28820938052,599614.8371777851,6,90,1,high_intent_buyer,high,bundle_related_products,0.9765
6,10,0,1,7,242165.29747052043,1521391.5538081792,0,124,3,loyal_member,medium,reengage_catalog,0.99
3,4,6,4,3,144610.92885397922,289063.5860476301,4,28,1,deal_hunter,high,push_coupon,0.99
8,1,3,4,3,260008.00576454555,706049.6644102308,6,92,3,high_intent_buyer,high,bundle_related_products,0.9773
6,13,6,4,5,251563.90065358405,1121349.4524211565,6,132,2,high_intent_buyer,high,bundle_related_products,0.9667
3,4,5,1,8,247532.87380763446,1905084.550585944,5,161,0,loyal_member,high,reengage_catalog,0.99
5,0,3,0,7,191263.13567781067,1511483.4920224526,3,148,2,loyal_member,high,reengage_catalog,0.99
9,5,5,4,9,156804.4116941056,1152526.2012205592,0,212,3,high_intent_buyer,medium,bundle_related_products,0.99
2,4,6,4,7,281395.61550030165,2101883.491130161,5,269,2,loyal_member,high,reengage_catalog,0.99
9,13,2,3,14,196483.95994743315,3172333.959970464,4,413,0,loyal_member,high,reengage_catalog,0.9814
4,8,4,2,11,168641.1997306073,1935226.8662562747,1,302,1,loyal_member,medium,reengage_catalog,0.99
0,15,5,2,9,163281.58310898737,1397616.8992177336,2,159,1,loyal_member,medium,reengage_catalog,0.99
3,18,3,3,14,257158.36482404632,3689869.7760538096,3,490,2,loyal_member,high,reengage_catalog,0.99
6,2,3,2,12,258085.27234054854,2939917.692734454,0,334,4,loyal_member,medium,reengage_catalog,0.99
9,12,7,2,0,74317.61676347685,0.0,0,0,1,high_intent_buyer,high,bundle_related_products,0.9731
3,10,4,0,1,74564.8438330216,199343.98183666583,1,0,1,high_intent_buyer,high,bundle_related_products,0.9302
3,4,3,0,7,128283.88623582282,899454.9233599005,6,62,0,high_intent_buyer,high,bundle_related_products,0.99
6,12,5,3,8,139662.5853365672,1274208.4097849256,6,143,1,loyal_member,high,reengage_catalog,0.9601
6,8,0,2,6,192686.9766309344,1347536.177444846,6,165,1,loyal_member,high,reengage_catalog,0.99
3,19,4,0,6,143447.73302577718,693444.3531309073,6,145,0,high_intent_buyer,high,bundle_related_products,0.9685
1,13,0,2,4,248700.5460353394,1213757.2871437783,1,211,0,high_intent_buyer,medium,bundle_related_products,0.9612
9,19,4,0,13,196321.72359163873,2409815.9544837517,1,248,2,loyal_member,medium,reengage_catalog,0.99
4,11,3,2,5,105843.96387602465,610842.0138782738,4,142,2,high_intent_buyer,high,bundle_related_products,0.99
11,13,6,2,11,145951.1348974338,1302255.147880111,2,187,0,loyal_member,medium,reengage_catalog,0.9102
10,4,1,4,14,241802.46762138873,3434127.3774038386,1,369,1,loyal_member,medium,reengage_catalog,0.99
0,19,5,5,13,243133.2536055555,3183397.368454786,1,391,4,loyal_member,medium,reengage_catalog,0.9867
2,6,5,0,7,148525.44371497794,933718.9349129108,0,181,0,high_intent_buyer,medium,bundle_related_products,0.99
1,5,7,3,5,144175.31546130948,495836.4769845902,2,139,0,high_intent_buyer,medium,bundle_related_products,0.9768
2,13,2,0,3,166102.05099764714,306447.4128097046,6,0,3,deal_hunter,high,push_coupon,0.804
2,14,4,5,2,179655.07346856207,670445.7936987607,4,117,3,high_intent_buyer,high,bundle_related_products,0.99
8,4,3,0,14,232335.91696793085,3049030.448952675,3,397,3,loyal_member,high,reengage_catalog,0.9726
1,6,7,3,13,140726.8220069538,1779586.376658444,3,163,1,loyal_member,high,reengage_catalog,0.99
9,1,4,4,9,45000.0,122286.0962991913,4,0,0,deal_hunter,high,push_coupon,0.9828
7,11,4,0,4,171344.67970558826,638434.2242521172,0,49,4,high_intent_buyer,medium,bundle_related_products,0.99
5,13,4,1,13,279309.85599885945,3443879.967821266,4,443,1,loyal_member,high,reengage_catalog,0.9882
4,14,4,2,1,184217.27757259196,202425.2080270394,3,7,1,deal_hunter,high,push_coupon,0.99
0,12,5,2,7,144504.97859039155,1016067.1293460113,5,108,1,high_intent_buyer,high,bundle_related_products,0.99
1,14,5,3,13,271542.9460969551,3521529.8402218316,0,503,1,loyal_member,medium,upsell_membership,0.9766
8,15,3,2,5,101048.69476337772,379762.1123904598,5,17,3,deal_hunter,high,push_coupon,0.9739
9,4,1,5,7,174240.77180557715,1261171.4252846253,0,174,3,loyal_member,medium,reengage_catalog,0.9819
2,3,6,1,7,261104.61986561495,1930248.996691772,1,183,1,loyal_member,medium,reengage_catalog,0.99
3,7,0,2,13,148447.09326710313,2302776.159921632,2,217,2,loyal_member,medium,reengage_catalog,0.986
6,19,0,4,8,104869.19419930488,796495.9362641583,5,124,1,high_intent_buyer,high,bundle_related_products,0.9206
1,12,6,1,3,294787.45638812863,827843.3784719685,1,71,3,high_intent_buyer,low,bundle_related_products,0.99
6,6,7,1,6,238145.40986327513,1489454.7509937366,3,168,4,loyal_member,high,reengage_catalog,0.9783
2,17,3,5,1,177106.05556933468,55154.70660337484,3,0,1,deal_hunter,high,push_coupon,0.99
11,19,1,1,0,165012.56651748638,0.0,6,0,3,deal_hunter,high,push_coupon,0.6429
8,12,3,1,0,157651.14568688755,0.0,6,0,3,deal_hunter,high,push_coupon,0.844
0,9,3,3,2,132926.41011790375,297988.86779995635,1,116,1,high_intent_buyer,medium,bundle_related_products,0.99
11,6,6,1,11,259772.22984047985,2708016.2779816044,3,302,2,loyal_member,high,reengage_catalog,0.99
7,13,5,5,1,128901.78865095286,21406.150289159938,2,32,0,high_intent_buyer,medium,bundle_related_products,0.99
6,15,4,5,8,174046.38243345116,1393032.3206923879,0,96,1,loyal_member,medium,reengage_catalog,0.99
5,19,0,0,4,181426.28286877682,474329.49266380846,5,0,3,deal_hunter,high,push_coupon,0.952
3,3,2,0,2,90765.6447173615,349216.0218534834,4,26,0,deal_hunter,high,push_coupon,0.4043
0,1,6,0,11,245662.93141211968,2516414.908103821,6,253,4,loyal_member,high,reengage_catalog,0.99
0,14,0,3,0,201555.73318058063,0.0,4,6,0,deal_hunter,high,push_coupon,0.7011
3,19,5,4,2,192522.64008688665,222482.6354684578,4,1,0,deal_hunter,high,push_coupon,0.99
8,7,5,0,0,191709.4167954236,21087.748321731193,3,52,2,deal_hunter,high,push_coupon,0.7897
0,1,7,0,14,262874.11814242974,3726204.1757598347,5,477,1,loyal_member,high,reengage_catalog,0.9727
7,0,1,3,7,203345.19563999126,1453098.4985334978,4,142,2,loyal_member,high,reengage_catalog,0.99
6,3,4,5,8,212709.02673723202,1585489.1094680387,5,236,3,loyal_member,high,reengage_catalog,0.99
10,8,0,0,3,136042.13169161367,228137.69825849624,0,48,1,high_intent_buyer,medium,bundle_related_products,0.9413
11,15,7,3,10,366746.9328310849,3631064.621852733,1,503,1,loyal_member,low,upsell_membership,0.9841
10,5,4,4,0,247719.59159146913,38263.88554135372,5,50,4,deal_hunter,high,push_coupon,0.9428
5,3,2,3,5,132293.90755183998,1088951.6785202695,3,77,2,high_intent_buyer,high,bundle_related_products,0.9391
6,3,0,0,6,210513.80869489224,1371341.1804535976,6,205,1,loyal_member,high,reengage_catalog,0.9665
11,11,5,5,11,139638.6129970952,1706298.2611853285,2,180,1,loyal_member,medium,reengage_catalog,0.99
7,17,2,2,1,202469.81349249452,230808.98629329936,6,99,2,deal_hunter,high,push_coupon,0.9643
3,16,0,0,12,241070.45047001017,3003260.0320681855,2,295,0,loyal_member,medium,reengage_catalog,0.9601
3,1,0,2,12,131787.1528622927,1449952.1869223039,2,257,3,loyal_member,medium,reengage_catalog,0.9429
3,2,7,5,4,158645.48328742033,798543.0105498049,4,109,3,high_intent_buyer,high,bundle_related_products,0.9753
2,9,3,3,2,183593.09651199594,312331.048558418,2,34,0,high_intent_buyer,medium,bundle_related_products,0.99
1,1,1,1,12,206616.63762174494,2592063.3541233046,4,250,0,loyal_member,high,reengage_catalog,0.99
5,7,4,4,10,322875.1194438752,3389044.6295666574,4,344,4,loyal_member,high,reengage_catalog,0.99
11,9,6,2,1,122441.1655748511,0.0,0,0,1,high_intent_buyer,medium,bundle_related_products,0.99
11,1,1,0,7,125859.1390878244,1020175.7635611638,4,175,4,high_intent_buyer,high,bundle_related_products,0.9808
9,12,3,1,7,121662.35566256242,1029822.0427165447,0,63,0,high_intent_buyer,medium,bundle_related_products,0.99
3,0,7,2,11,158590.45118114023,1528516.177025228,4,143,4,loyal_member,high,reengage_catalog,0.99
1,16,7,3,8,243137.13245522583,1885837.7620960295,1,265,0,loyal_member,medium,reengage_catalog,0.9741
5,7,1,2,5,180909.6786483524,729799.2209078487,3,155,2,high_intent_buyer,high,bundle_related_products,0.99
8,16,2,0,2,157858.89397333376,265631.0221984747,0,85,3,high_intent_buyer,medium,bundle_related_products,0.99
10,15,2,2,13,109575.1270529208,1243358.8212756566,0,78,1,loyal_member,high,reengage_catalog,0.9154
3,7,4,3,14,262273.2071023003,3582677.615103708,3,504,1,loyal_member,high,upsell_membership,0.9704
3,11,6,3,1,132662.6494990958,0.0,2,0,3,high_intent_buyer,medium,bundle_related_products,0.99
4,8,0,5,7,219120.4816662247,1604598.9015894285,0,178,2,loyal_member,medium,reengage_catalog,0.9822
7,0,5,5,7,236668.12319889996,1812835.2543628344,3,168,4,loyal_member,high,reengage_catalog,0.99
7,11,4,1,8,165585.4099969684,1243696.1973049738,4,158,2,loyal_member,high,reengage_catalog,0.99
10,2,3,4,3,156105.3448327314,361116.81899767864,6,103,4,deal_hunter,high,push_coupon,0.99
8,2,0,4,7,227835.63444165673,1740465.6802819604,4,207,2,loyal_member,high,reengage_catalog,0.99
0,17,6,4,6,181044.51526520596,1080718.4115882614,3,170,0,high_intent_buyer,high,bundle_related_products,0.984
11,2,4,3,8,216839.5253942523,1562083.053226237,0,184,3,loyal_member,medium,reengage_catalog,0.9859
8,1,0,5,4,89245.4932072134,319803.2145285702,6,0,2,deal_hunter,high,push_coupon,0.9827
4,10,5,0,13,238117.7556376871,3227638.175818518,6,439,2,loyal_member,high,reengage_catalog,0.9861
10,19,3,1,11,176157.18088659263,1774595.468445728,0,211,1,loyal_member,medium,reengage_catalog,0.99
7,11,2,1,11,231712.89275547833,2343745.620673675,1,228,4,loyal_member,medium,reengage_catalog,0.9886
0,13,5,4,3,80505.02272756654,5161.794028934557,2,50,2,high_intent_buyer,high,bundle_related_products,0.99
0,0,1,5,9,141924.30013712693,1232823.2943560767,5,78,0,loyal_member,high,reengage_catalog,0.99
3,9,3,4,5,198436.81707506845,988436.4119032118,0,57,3,high_intent_buyer,medium,bundle_related_products,0.9379
4,6,3,1,11,161237.66370811773,1606079.6254666622,6,246,2,loyal_member,high,reengage_catalog,0.99
4,11,5,2,12,182811.30273995182,2257572.7369917976,5,249,2,loyal_member,high,reengage_catalog,0.9714
4,14,0,5,13,254031.4026100832,3569787.630501201,3,492,1,loyal_member,high,reengage_catalog,0.99
11,17,4,3,5,155306.5531735854,599599.136723588,0,113,3,high_intent_buyer,medium,bundle_related_products,0.99
4,17,7,2,14,220439.67162518474,3067701.8035834124,3,457,3,loyal_member,high,reengage_catalog,0.9609
8,9,3,4,9,223880.27856849285,2315264.3431694983,4,305,3,loyal_member,high,reengage_catalog,0.9358
2,19,3,5,13,144641.03153036034,1964525.7327945076,5,176,2,loyal_member,high,reengage_catalog,0.99
6,10,4,5,12,212558.22436181078,2560935.126160746,0,398,2,loyal_member,medium,reengage_catalog,0.99
11,3,3,5,14,190393.5497575843,2659468.8910944154,3,256,2,loyal_member,high,reengage_catalog,0.99
7,14,2,4,9,148464.3825102468,1373991.327716733,1,127,1,loyal_member,medium,reengage_catalog,0.99
8,10,4,5,6,107673.39919542357,425054.1661340176,1,40,2,high_intent_buyer,high,bundle_related_products,0.99
1,2,1,5,6,231502.0229358056,1141764.1463302325,6,85,2,high_intent_buyer,high,bundle_related_products,0.99
0,15,7,2,8,72437.46721556768,543848.1896033876,6,70,3,high_intent_buyer,high,bundle_related_products,0.99
0,18,7,1,4,242052.18310768227,1108103.5209821512,6,60,2,high_intent_buyer,high,bundle_related_products,0.99
2,6,1,4,14,153319.74388171508,1993626.572932842,0,214,1,loyal_member,medium,reengage_catalog,0.99
1,16,3,1,10,259362.36110376663,2556592.12340746,5,339,3,loyal_member,high,reengage_catalog,0.9899
7,14,3,5,13,223883.85586846157,3174188.0721818213,5,435,3,loyal_member,high,reengage_catalog,0.99
5,16,0,1,3,88339.06663809558,164917.34289006336,5,16,4,deal_hunter,high,push_coupon,0.9
2,8,5,1,3,165691.81762935081,602166.4171632745,0,65,4,high_intent_buyer,medium,bundle_related_products,0.99
6,2,1,1,9,281251.35458851076,2592817.9216302345,1,307,1,loyal_member,low,reengage_catalog,0.9373
0,17,7,3,8,261884.97543722088,2151388.726828752,4,322,1,loyal_member,high,reengage_catalog,0.9465
6,12,1,1,10,155220.6509907638,1580534.405509224,3,171,2,loyal_member,high,reengage_catalog,0.99
2,13,7,3,2,248301.58605366806,664435.6307251669,1,85,2,high_intent_buyer,medium,bundle_related_products,0.99
5,11,2,0,8,96274.52058939269,918493.1108873881,5,114,2,high_intent_buyer,high,bundle_related_products,0.9847
8,0,0,4,9,234474.9084812535,2128413.462415317,1,230,1,loyal_member,medium,reengage_catalog,0.99
3,4,3,5,11,139531.10815073963,1613339.294051078,2,207,1,loyal_member,medium,reengage_catalog,0.99
